ZIP code,Records
90095,1
90187,1
90187,1
90187,1
90187,1
90187,1
90187,1
90187,1
90187,1
90187,1
90187,1
90187,1
90187,1
90187,1
90187,1
90187,1
90187,1
90187,1
90220,1
90401,1
90571,1
90840,1
90904,1
91000,1
91054,1
91320,1
91320,1
91403,1
91405,1
91711,1
91904,1
91904,1
91904,1
91904,1
91904,1
91904,1
91904,1
91904,1
91904,1
91904,1
91904,1
91904,1
91904,1
91904,1
91904,1
91905,1
92093,1
92093,1
92120,1
92120,1
92120,1
92195,1
92195,1
92295,1
92295,1
92295,1
92295,1
92295,1
92295,1
92697,1
92697,1
93042,1
93106,1
93106,1
93106,1
93106,1
93143,1
93143,1
93143,1
94089,1
94110,1
94235,1
94305,1
94720,1
94720,1
94720,1
94720,1
95366,1
95447,1
95616,1
95616,1
95616,1
95616,1
95616,1
96822,1
96822,1
96848,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
97403,1
98195,1
98195,1
98195,1
98225,1
98684,1
98684,1
98684,1
98684,1
99164,1
99164,1
99164,1
99270,1
99352,1
11455-6456,1
11650-2502,1
15875-7788,1
18524-2502,1
20004-2500,1
21827-1010,1
21827-1020,1
37833-0043,1
80383-1080,1
91775-1111,1
93375-2509,1
95110-1090,1
95110-1090,1
95366-2509,1
