Rank,Name,Count
1.0,HARRY ,7523.0
2.0,OLIVER ,7007.0
3.0,JACK ,6844.0
4.0,ALFIE ,5524.0
5.0,CHARLIE ,5516.0
6.0,THOMAS ,5353.0
7.0,JACOB ,5047.0
8.0,JAMES ,4945.0
9.0,JOSHUA ,4786.0
10.0,WILLIAM ,4632.0
11.0,ETHAN ,4581.0
12.0,GEORGE ,4347.0
13.0,RILEY ,4226.0
14.0,DANIEL ,3928.0
15.0,SAMUEL ,3803.0
16.0,NOAH ,3287.0
17.0,OSCAR ,3251.0
18.0,JOSEPH ,3089.0
19.0,MOHAMMED ,3054.0
20.0,MAX ,3043.0
21.0,DYLAN ,2962.0
22.0,MUHAMMAD ,2854.0
23.0,ALEXANDER ,2819.0
24.0,ARCHIE ,2805.0
25.0,BENJAMIN ,2789.0
26.0,LUCAS ,2716.0
27.0,LEO ,2664.0
28.0,HENRY ,2625.0
29.0,JAKE ,2619.0
30.0,LOGAN ,2549.0
31.0,TYLER ,2520.0
32.0,JAYDEN ,2353.0
33.0,ISAAC ,2352.0
34.0,FINLEY ,2245.0
35.0,MASON ,2171.0
36.0,RYAN ,2151.0
37.0,HARRISON ,2122.0
38.0,ADAM ,2062.0
39.0,LEWIS ,2035.0
40.0,EDWARD ,1935.0
41.0,LUKE ,1830.0
42.0,FREDDIE ,1819.0
43.0,MATTHEW ,1743.0
44.0,LIAM ,1690.0
45.0,ZACHARY ,1664.0
46.0,CALLUM ,1580.0
47.0,SEBASTIAN ,1493.0
48.0,CONNOR ,1471.0
49.0,JAMIE ,1445.0
50.0,THEO ,1407.0
51.0,TOBY ,1389.0
52.0,HARVEY ,1388.0
53.0,MICHAEL ,1364.0
54.0,NATHAN ,1319.0
55.0,HARLEY ,1308.0
56.0,KAI ,1211.0
57.0,DAVID ,1163.0
58.0,AARON ,1147.0
59.0,ALEX ,1129.0
60.0,CHARLES ,1090.0
61.0,AIDEN ,1077.0
62.0,LEON ,1069.0
63.0,MOHAMMAD ,1037.0
64.0,LUCA ,982.0
65.0,TOMMY ,980.0
66.0,FINLAY ,967.0
67.0,JENSON ,966.0
68.0,ARTHUR ,961.0
68.0,LOUIS ,961.0
70.0,RHYS ,946.0
71.0,OWEN ,943.0
72.0,REUBEN ,941.0
73.0,OLLIE ,933.0
74.0,LOUIE ,887.0
75.0,GABRIEL ,874.0
76.0,BOBBY ,869.0
77.0,CAMERON ,848.0
78.0,DEXTER ,833.0
79.0,BLAKE ,831.0
80.0,STANLEY ,824.0
81.0,KIAN ,800.0
82.0,EVAN ,770.0
83.0,JUDE ,764.0
84.0,FRANKIE ,756.0
85.0,ELLIOT ,755.0
86.0,HAYDEN ,747.0
87.0,ASHTON ,727.0
88.0,JOEL ,712.0
89.0,CALEB ,709.0
90.0,BAILEY ,704.0
91.0,ELIJAH ,701.0
92.0,TAYLOR ,696.0
93.0,ROBERT ,694.0
94.0,KAYDEN ,686.0
95.0,KYLE ,683.0
96.0,FREDERICK ,669.0
97.0,BEN ,667.0
98.0,REECE ,656.0
99.0,JACKSON ,647.0
100.0,JOHN ,645.0
101.0,AIDAN ,637.0
101.0,SETH ,637.0
103.0,ELLIS ,636.0
104.0,COREY ,634.0
105.0,BRADLEY ,615.0
106.0,BILLY ,611.0
