Year,Sex,Name,Count
2001,Female,dajanae,9
2001,Female,dajia,7
2001,Female,dakayla,5
2001,Female,dakota,922
2001,Female,dakotah,10
2001,Female,dalal,5
2001,Female,dalena,6
2001,Female,daley,6
2001,Female,dalia,226
2001,Female,dalila,72
2001,Female,dalilah,30
2001,Female,dallana,6
2001,Female,dallas,164
2001,Female,damaris,313
2001,Female,damariz,9
2001,Female,damarys,7
2001,Female,damiana,7
2001,Female,damya,11
2001,Female,dana,928
2001,Female,danae,164
2001,Female,danasia,40
2001,Female,danaya,5
2001,Female,dandra,5
2001,Female,danesha,11
2001,Female,dani,41
2001,Female,dania,132
2001,Female,danica,72
2001,Female,daniel,29
2001,Female,daniela,2000
2001,Female,daniele,6
2001,Female,daniella,752
2001,Female,danielle,4788
2001,Female,danika,92
2001,Female,danisha,17
2001,Female,danitza,20
2001,Female,daniya,10
2001,Female,danna,123
2001,Female,danni,5
2001,Female,dannielle,13
2001,Female,danya,38
2001,Female,danyel,9
2001,Female,danyelle,45
2001,Female,daphne,547
2001,Female,daphney,24
2001,Female,daphnie,5
2001,Female,dara,110
2001,Female,darah,5
2001,Female,darbi,6
2001,Female,darby,162
2001,Female,darcie,7
2001,Female,darcy,126
2001,Female,daria,92
2001,Female,darian,157
2001,Female,dariana,65
2001,Female,darianna,15
2001,Female,dariela,9
2001,Female,darien,22
2001,Female,darla,51
2001,Female,darleen,7
2001,Female,darlene,213
2001,Female,darlin,8
2001,Female,darline,6
2001,Female,darnesha,5
2001,Female,darya,10
2001,Female,dasani,54
2001,Female,dasha,86
2001,Female,dashay,5
2001,Female,dashia,16
2001,Female,dasia,256
2001,Female,davianna,5
2001,Female,david,14
2001,Female,davida,5
2001,Female,davina,57
2001,Female,dawn,116
2001,Female,dayana,233
2001,Female,dayanara,133
2001,Female,dayanna,50
2001,Female,dayja,15
2001,Female,dayjah,5
2001,Female,daylin,5
2001,Female,dayna,137
2001,Female,dayonna,10
2001,Female,dayra,7
2001,Female,daysha,56
2001,Female,daysi,30
2001,Female,daysia,16
2001,Female,daysy,7
2001,Female,dazia,5
2001,Female,de,5
2001,Female,deana,63
2001,Female,deandra,78
2001,Female,deandrea,10
2001,Female,deandria,5
2001,Female,deanna,803
2001,Female,deanne,10
2001,Female,deasia,210
2001,Female,deavion,5
2001,Female,debanhi,21
2001,Female,debbie,39
2001,Female,debora,26
2001,Female,deborah,443
2001,Female,debra,76
2001,Female,deema,5
2001,Female,deena,26
2001,Female,deidra,10
2001,Female,deidre,7
2001,Female,deija,9
2001,Female,deijah,5
2001,Female,deirdre,31
2001,Female,deisi,11
2001,Female,deisy,77
2001,Female,deja,832
2001,Female,dejah,140
2001,Female,dejanae,24
2001,Female,dejia,5
2001,Female,delaina,6
2001,Female,delainey,6
2001,Female,delana,12
2001,Female,delaney,1571
2001,Female,delani,6
2001,Female,delanie,123
2001,Female,delany,7
2001,Female,delayna,6
2001,Female,delia,139
2001,Female,delicia,10
2001,Female,delila,10
2001,Female,delilah,325
2001,Female,delmy,8
2001,Female,demetra,5
2001,Female,demetria,55
2001,Female,demi,103
2001,Female,demya,6
2001,Female,dena,31
2001,Female,denae,28
2001,Female,denali,9
2001,Female,denasia,7
2001,Female,denia,5
2001,Female,denice,23
2001,Female,denise,1016
2001,Female,denisha,16
2001,Female,denisse,171
2001,Female,dennise,54
2001,Female,denver,7
2001,Female,denyse,6
2001,Female,deonna,33
2001,Female,derica,11
2001,Female,derricka,8
2001,Female,desarae,16
2001,Female,desaray,6
2001,Female,deseree,16
2001,Female,deserie,7
2001,Female,desirae,340
2001,Female,desiray,30
2001,Female,desire,92
2001,Female,desirea,18
2001,Female,desiree,1707
2001,Female,destanee,12
2001,Female,destani,12
2001,Female,destanie,40
2001,Female,destany,158
2001,Female,destenie,5
2001,Female,desteny,45
2001,Female,destine,16
2001,Female,destinee,788
2001,Female,destiney,394
2001,Female,destini,348
2001,Female,destinie,65
2001,Female,destiny,9744
2001,Female,destyni,24
2001,Female,devan,74
2001,Female,devany,10
2001,Female,devin,369
2001,Female,devina,6
2001,Female,devine,11
2001,Female,devon,231
2001,Female,devora,36
2001,Female,devorah,79
2001,Female,devyn,248
2001,Female,devynn,7
2001,Female,deyanira,30
2001,Female,deysi,33
2001,Female,deysy,5
2001,Female,dezarae,12
2001,Female,dezeray,5
2001,Female,dezirae,45
2001,Female,deziree,31
2001,Female,dhara,5
2001,Female,dia,5
2001,Female,diamon,6
2001,Female,diamond,1921
2001,Female,diamonique,31
2001,Female,diana,3178
2001,Female,diane,203
2001,Female,dianelys,5
2001,Female,dianey,5
2001,Female,dianna,220
2001,Female,dianne,37
2001,Female,dimond,5
2001,Female,dina,148
2001,Female,dinah,37
2001,Female,dinora,11
2001,Female,dionna,40
2001,Female,dionne,6
2001,Female,disha,5
2001,Female,divina,11
2001,Female,divine,51
2001,Female,divya,77
2001,Female,dixie,101
2001,Female,diya,29
2001,Female,dolores,53
2001,Female,domenica,14
2001,Female,dominic,6
2001,Female,dominika,10
2001,Female,dominique,1019
2001,Female,dominque,5
2001,Female,domonique,54
2001,Female,donia,18
2001,Female,donna,289
2001,Female,donya,7
2001,Female,dora,113
2001,Female,doreen,12
2001,Female,dori,5
2001,Female,dorian,27
2001,Female,doris,69
2001,Female,dorothy,271
2001,Female,dream,10
2001,Female,dreama,8
2001,Female,drew,216
2001,Female,drina,5
2001,Female,dulce,624
2001,Female,dulcemaria,10
2001,Female,dulse,6
2001,Female,dusti,6
2001,Female,dyamond,59
2001,Female,dyani,45
2001,Female,dyanna,18
2001,Female,dyanne,6
2001,Female,dylan,146
2001,Female,dymon,5
2001,Female,dymond,78
2001,Female,dynasty,127
2001,Female,eboni,62
2001,Female,ebonie,5
2001,Female,ebony,338
2001,Female,eda,5
2001,Female,eden,713
2001,Female,edie,6
2001,Female,edith,388
2001,Female,edna,90
2001,Female,edona,5
2001,Female,eduardo,8
2001,Female,eesha,13
2001,Female,egypt,35
2001,Female,eileen,367
2001,Female,eilleen,5
2001,Female,ekaterina,10
2001,Female,elaina,494
2001,Female,elaine,362
2001,Female,elana,118
2001,Female,elani,11
2001,Female,elayna,45
2001,Female,elba,5
2001,Female,elda,7
2001,Female,eleanor,801
2001,Female,elena,1373
2001,Female,eleni,82
2001,Female,elexia,10
2001,Female,elexis,82
2001,Female,elexus,31
2001,Female,eli,6
2001,Female,elia,39
2001,Female,eliana,525
2001,Female,elianna,60
2001,Female,elicia,27
2001,Female,elida,44
2001,Female,elijah,6
2001,Female,elina,27
2001,Female,elinor,12
2001,Female,elisa,506
2001,Female,elisabeth,1061
2001,Female,elise,1314
2001,Female,elisha,117
2001,Female,elisheva,34
2001,Female,elisia,10
2001,Female,elissa,247
2001,Female,eliza,777
2001,Female,elizabet,13
2001,Female,elizabeth,14783
2001,Female,elky,5
2001,Female,ella,1702
2001,Female,elle,148
2001,Female,ellen,564
2001,Female,ellena,6
2001,Female,ellery,11
2001,Female,elli,16
2001,Female,elliana,14
2001,Female,ellie,884
2001,Female,ellis,9
2001,Female,ellison,23
2001,Female,elly,26
2001,Female,elma,6
2001,Female,eloisa,26
2001,Female,eloise,34
2001,Female,elona,5
2001,Female,elora,13
2001,Female,elsa,195
2001,Female,elsie,100
2001,Female,elsy,13
2001,Female,elva,29
2001,Female,elvia,36
2001,Female,elvira,39
2001,Female,ely,5
2001,Female,elysa,5
2001,Female,elyse,236
2001,Female,elysia,58
2001,Female,elyssa,183
2001,Female,elyssia,5
2001,Female,elyza,6
2001,Female,ema,11
2001,Female,emalee,97
2001,Female,emaly,5
2001,Female,eman,43
2001,Female,emani,166
2001,Female,emari,5
2001,Female,ember,32
2001,Female,emeli,13
2001,Female,emelia,62
2001,Female,emelie,17
2001,Female,emelin,11
2001,Female,emeline,8
2001,Female,emelly,13
2001,Female,emely,673
2001,Female,emelyn,24
2001,Female,emerald,161
2001,Female,emerson,105
2001,Female,emery,42
2001,Female,emi,11
2001,Female,emiko,11
2001,Female,emilee,894
2001,Female,emiley,15
2001,Female,emili,32
2001,Female,emilia,350
2001,Female,emiliana,5
2001,Female,emilie,591
2001,Female,emillie,5
2001,Female,emilly,19
2001,Female,emily,25052
2001,Female,emina,5
2001,Female,emma,13305
2001,Female,emmalee,207
2001,Female,emmaleigh,6
2001,Female,emmaline,60
2001,Female,emmalyn,12
2001,Female,emmanuela,10
2001,Female,emmanuella,5
2001,Female,emmanuelle,12
2001,Female,emme,40
2001,Female,emmeline,19
2001,Female,emmely,5
2001,Female,emmie,15
2001,Female,emmily,10
2001,Female,emmy,36
2001,Female,emoni,30
2001,Female,emonie,6
2001,Female,emory,40
2001,Female,emya,5
2001,Female,endia,37
2001,Female,enedina,6
2001,Female,enya,19
2001,Female,erandi,6
2001,Female,erandy,5
2001,Female,erendira,14
2001,Female,eriana,15
2001,Female,erianna,5
2001,Female,erica,2665
2001,Female,erick,5
2001,Female,ericka,286
2001,Female,erika,2209
2001,Female,erin,4957
2001,Female,erina,5
2001,Female,erinn,16
2001,Female,eris,5
2001,Female,erma,7
2001,Female,ernestina,5
2001,Female,eryka,5
2001,Female,erykah,31
2001,Female,eryn,199
2001,Female,erynn,25
2001,Female,esha,54
2001,Female,esli,5
2001,Female,esly,12
2001,Female,esme,15
2001,Female,esmeralda,1590
2001,Female,esmerelda,5
2001,Female,esperansa,5
2001,Female,esperanza,418
2001,Female,essence,267
2001,Female,estefani,156
2001,Female,estefania,306
2001,Female,estefanie,11
2001,Female,estefany,173
2001,Female,esteffany,5
2001,Female,estela,62
2001,Female,estella,39
2001,Female,estelle,27
2001,Female,estephania,17
2001,Female,estephanie,43
2001,Female,estephany,18
2001,Female,ester,50
2001,Female,esthefany,6
2001,Female,esthela,5
2001,Female,esther,1020
2001,Female,estrella,295
2001,Female,esty,6
2001,Female,eternity,12
2001,Female,ethel,5
2001,Female,etty,12
2001,Female,eugenia,19
2001,Female,eulalia,7
2001,Female,eunice,128
2001,Female,eva,1127
2001,Female,evalyn,10
2001,Female,evan,35
2001,Female,evangelina,68
2001,Female,evangeline,63
2001,Female,evany,10
2001,Female,eve,463
2001,Female,evelia,8
2001,Female,evelin,176
2001,Female,evelina,11
2001,Female,evelyn,2669
2001,Female,evelyne,9
2001,Female,evelynn,29
2001,Female,eveny,5
2001,Female,evette,25
2001,Female,evie,39
2001,Female,evin,5
2001,Female,ewelina,5
2001,Female,ezra,8
2001,Female,fabiana,31
2001,Female,fabiola,206
2001,Female,fadumo,5
2001,Female,fahima,5
2001,Female,faiga,21
2001,Female,faigy,93
2001,Female,faith,5408
2001,Female,faithe,6
2001,Female,faiza,5
2001,Female,faizah,5
2001,Female,fallon,102
2001,Female,falon,7
2001,Female,fannie,23
2001,Female,fanny,30
2001,Female,fanta,13
2001,Female,fantasia,30
2001,Female,farah,51
2001,Female,farhana,7
2001,Female,farida,7
2001,Female,fariha,8
2001,Female,farrah,94
2001,Female,fatema,13
2001,Female,fathima,5
2001,Female,fatima,1387
2001,Female,fatimah,22
2001,Female,fatimata,6
2001,Female,fatma,20
2001,Female,fatme,5
2001,Female,fatou,17
2001,Female,fatoumata,56
2001,Female,faviola,34
2001,Female,faye,35
2001,Female,fayth,36
2001,Female,faythe,6
2001,Female,feigy,9
2001,Female,felecity,6
2001,Female,felicia,429
2001,Female,felicity,513
2001,Female,felisha,24
2001,Female,female,8
2001,Female,fernanda,372
2001,Female,fion,5
2001,Female,fiona,647
2001,Female,fionna,8
2001,Female,fiorela,14
2001,Female,fiorella,38
2001,Female,fiza,28
2001,Female,flannery,5
2001,Female,flor,140
2001,Female,flora,75
2001,Female,florence,27
2001,Female,florencia,8
2001,Female,fradel,13
2001,Female,frady,5
2001,Female,fraida,14
2001,Female,fraidy,23
2001,Female,frances,385
2001,Female,francesca,684
2001,Female,franchesca,119
2001,Female,francheska,34
2001,Female,francia,7
2001,Female,francine,21
2001,Female,francis,56
2001,Female,francisca,59
2001,Female,francisco,7
2001,Female,frankie,41
2001,Female,freedom,5
2001,Female,freida,6
2001,Female,freya,22
2001,Female,frida,211
2001,Female,frieda,12
2001,Female,frimet,13
2001,Female,fritzi,6
2001,Female,gabriel,188
2001,Female,gabriela,2718
2001,Female,gabriele,30
2001,Female,gabriell,15
2001,Female,gabriella,3599
2001,Female,gabrielle,5603
2001,Female,gaby,6
2001,Female,gaelle,6
2001,Female,gaia,5
2001,Female,gala,9
2001,Female,galilea,108
2001,Female,gardenia,5
2001,Female,geena,30
2001,Female,gelsey,5
2001,Female,gema,53
2001,Female,gemma,101
2001,Female,gena,14
2001,Female,genesis,1406
2001,Female,genessis,9
2001,Female,geneva,106
2001,Female,genevie,21
2001,Female,genevieve,544
2001,Female,genisis,5
2001,Female,genna,36
2001,Female,gennifer,5
2001,Female,gentry,5
2001,Female,georgette,7
2001,Female,georgia,700
2001,Female,georgiana,9
2001,Female,georgianna,11
2001,Female,georgina,99
2001,Female,geovanna,19
2001,Female,geraldine,65
2001,Female,gesselle,5
2001,Female,gia,247
2001,Female,giana,151
2001,Female,gianella,11
2001,Female,gianna,1731
2001,Female,gianni,30
2001,Female,giavanna,93
2001,Female,giavonna,25
2001,Female,gigi,8
2001,Female,gillian,831
2001,Female,gimena,12
2001,Female,gina,699
2001,Female,ginger,53
2001,Female,giovana,20
2001,Female,giovanna,353
2001,Female,giovanni,15
2001,Female,gisel,61
2001,Female,gisela,50
2001,Female,gisele,41
2001,Female,gisell,63
2001,Female,gisella,8
2001,Female,giselle,1436
2001,Female,gissel,114
2001,Female,gissela,12
2001,Female,gissele,19
2001,Female,gissell,70
2001,Female,gisselle,731
2001,Female,gittel,28
2001,Female,gitty,47
2001,Female,giulia,42
2001,Female,giuliana,91
2001,Female,giulianna,17
2001,Female,gizell,5
2001,Female,gizelle,41
2001,Female,gladis,17
2001,Female,gladys,150
2001,Female,glenda,42
2001,Female,glendy,6
2001,Female,gloria,672
2001,Female,glory,13
2001,Female,golda,10
2001,Female,goldie,8
2001,Female,goldy,24
2001,Female,grace,12085
2001,Female,gracee,17
2001,Female,gracelyn,69
2001,Female,gracen,41
2001,Female,gracey,52
2001,Female,graci,29
2001,Female,gracia,5
2001,Female,gracie,1894
2001,Female,graciela,225
2001,Female,graciella,10
2001,Female,gracy,13
2001,Female,gracyn,6
2001,Female,grayce,17
2001,Female,grayson,146
2001,Female,grecia,143
2001,Female,greer,5
2001,Female,greta,217
2001,Female,gretchen,270
2001,Female,gretta,7
2001,Female,greyson,5
2001,Female,gricelda,9
2001,Female,grisel,13
2001,Female,griselda,98
2001,Female,guadalupe,1318
2001,Female,guillermina,9
2001,Female,guinevere,6
2001,Female,guiselle,5
2001,Female,gurleen,15
2001,Female,gwen,42
2001,Female,gwendalyn,5
2001,Female,gwendolyn,320
2001,Female,gwenyth,40
2001,Female,gwyneth,154
2001,Female,habiba,13
2001,Female,hadassa,5
2001,Female,hadassah,54
2001,Female,hadley,214
2001,Female,hadlie,5
2001,Female,hafsa,16
2001,Female,hafsah,5
2001,Female,haidee,7
2001,Female,haile,6
2001,Female,hailee,724
2001,Female,hailei,5
2001,Female,haileigh,40
2001,Female,hailey,8028
2001,Female,haili,10
2001,Female,hailie,268
2001,Female,haillie,5
2001,Female,haily,88
2001,Female,hajar,8
2001,Female,hala,12
2001,Female,halee,120
2001,Female,haleigh,707
2001,Female,haley,8010
2001,Female,hali,84
2001,Female,halia,5
2001,Female,halie,343
2001,Female,halima,17
2001,Female,halle,611
2001,Female,hallee,17
2001,Female,halley,77
2001,Female,halli,25
2001,Female,hallie,868
2001,Female,han,5
2001,Female,hana,345
2001,Female,hanah,61
2001,Female,hanan,19
2001,Female,haneen,18
2001,Female,hanna,1742
2001,Female,hannah,20707
2001,Female,hannia,17
2001,Female,harlee,77
2001,Female,harleen,13
2001,Female,harleigh,56
2001,Female,harley,788
2001,Female,harli,5
2001,Female,harlie,108
2001,Female,harmony,312
2001,Female,harneet,6
2001,Female,harnoor,5
2001,Female,harper,116
2001,Female,harpreet,5
2001,Female,hasina,6
2001,Female,hattie,57
2001,Female,haven,368
2001,Female,hawa,22
2001,Female,haya,8
2001,Female,haydee,28
2001,Female,hayden,324
2001,Female,hayle,38
2001,Female,haylee,1226
2001,Female,haylei,6
2001,Female,hayleigh,186
2001,Female,hayley,1776
2001,Female,hayli,32
2001,Female,haylie,299
2001,Female,hazel,263
2001,Female,heather,2269
2001,Female,heaven,1044
2001,Female,heavenlee,5
2001,Female,heavenly,75
2001,Female,heavyn,18
2001,Female,heba,5
2001,Female,heidi,796
2001,Female,heidy,109
2001,Female,helen,851
2001,Female,helena,361
2001,Female,helene,20
2001,Female,henna,32
2001,Female,hennessy,28
2001,Female,henny,13
2001,Female,henry,5
2001,Female,hiba,36
2001,Female,hibah,16
2001,Female,hilary,41
2001,Female,hilda,49
2001,Female,hillary,206
2001,Female,hinda,19
2001,Female,hindy,37
2001,Female,hira,11
2001,Female,hodan,5
2001,Female,hodaya,5
2001,Female,holland,43
2001,Female,holley,15
2001,Female,holli,17
2001,Female,hollie,139
2001,Female,holly,1444
2001,Female,honesty,110
2001,Female,honey,5
2001,Female,honor,5
2001,Female,hope,2174
2001,Female,hortencia,6
2001,Female,huda,17
2001,Female,hunter,590
2001,Female,iana,6
2001,Female,iasia,5
2001,Female,ibeth,14
2001,Female,ida,51
2001,Female,idalia,34
2001,Female,idalis,17
2001,Female,idaly,24
2001,Female,idania,10
2001,Female,idy,5
2001,Female,iesha,34
2001,Female,ila,12
2001,Female,ilana,65
2001,Female,ilda,10
2001,Female,ileana,50
2001,Female,ileen,7
2001,Female,ilene,42
2001,Female,iliana,216
2001,Female,ilianna,12
2001,Female,illiana,16
2001,Female,ilse,31
2001,Female,imaan,5
2001,Female,iman,118
2001,Female,imani,1015
2001,Female,imari,80
2001,Female,imelda,41
2001,Female,imogen,7
2001,Female,ina,13
2001,Female,inaya,11
2001,Female,india,1012
2001,Female,indiana,10
2001,Female,indigo,8
2001,Female,indira,40
2001,Female,indya,78
2001,Female,ines,31
2001,Female,inez,37
2001,Female,infant,106
2001,Female,infinity,5
2001,Female,inga,5
2001,Female,ingrid,279
2001,Female,inna,8
2001,Female,iolani,5
2001,Female,iona,6
2001,Female,iqra,22
2001,Female,iran,26
2001,Female,irasema,5
2001,Female,ireland,202
2001,Female,irene,535
2001,Female,irie,10
2001,Female,irina,22
2001,Female,iris,686
2001,Female,irlanda,19
2001,Female,irma,104
2001,Female,isa,5
2001,Female,isabel,3486
2001,Female,isabela,295
2001,Female,isabell,132
2001,Female,isabella,8831
2001,Female,isabelle,2939
2001,Female,isadora,22
2001,Female,isamar,18
2001,Female,isatou,7
2001,Female,isaura,18
2001,Female,isela,92
2001,Female,isha,163
2001,Female,ishani,13
2001,Female,ishika,42
2001,Female,isis,442
2001,Female,isla,5
2001,Female,isobel,18
2001,Female,isra,6
2001,Female,israa,5
2001,Female,israel,5
2001,Female,issabella,5
2001,Female,italia,50
2001,Female,italy,15
2001,Female,itati,13
2001,Female,itsel,5
2001,Female,itzayana,11
2001,Female,itzel,539
2001,Female,itzell,7
2001,Female,iva,5
2001,Female,ivana,141
2001,Female,ivanna,105
2001,Female,ivelisse,12
2001,Female,iveth,16
2001,Female,ivett,16
2001,Female,ivette,209
2001,Female,ivey,40
2001,Female,ivon,13
2001,Female,ivone,5
2001,Female,ivonne,79
2001,Female,ivory,88
2001,Female,ivy,806
2001,Female,ixchel,15
2001,Female,iyana,230
2001,Female,iyanah,5
2001,Female,iyanna,177
2001,Female,iyari,7
2001,Female,iyonna,31
2001,Female,izabel,47
2001,Female,izabela,26
2001,Female,izabell,6
2001,Female,izabella,446
2001,Female,izabelle,74
2001,Female,izel,16
2001,Female,jaala,5
2001,Female,jabrea,5
2001,Female,jabria,18
2001,Female,jacalyn,6
2001,Female,jacee,24
2001,Female,jacelyn,21
2001,Female,jacey,245
2001,Female,jaci,84
2001,Female,jacie,67
2001,Female,jacinda,36
2001,Female,jackelin,42
2001,Female,jackeline,206
2001,Female,jackelyn,111
2001,Female,jackelyne,5
2001,Female,jackie,90
2001,Female,jacklin,8
2001,Female,jacklyn,220
2001,Female,jacklynn,10
2001,Female,jaclyn,527
2001,Female,jaclynn,13
2001,Female,jacquelene,7
2001,Female,jacquelin,133
2001,Female,jacqueline,4284
2001,Female,jacquelyn,620
2001,Female,jacquelyne,23
2001,Female,jacquelynn,26
2001,Female,jacquline,12
2001,Female,jacy,56
2001,Female,jada,3975
2001,Female,jadah,84
2001,Female,jadan,19
2001,Female,jade,3279
2001,Female,jadelyn,26
2001,Female,jadelynn,18
2001,Female,jaden,1025
2001,Female,jadin,10
2001,Female,jadyn,560
2001,Female,jaeda,52
2001,Female,jaeden,25
2001,Female,jaedyn,62
2001,Female,jael,40
2001,Female,jaela,88
2001,Female,jaelene,5
2001,Female,jaelin,10
2001,Female,jaelyn,420
2001,Female,jaelynn,121
2001,Female,jahaira,31
2001,Female,jahnavi,5
2001,Female,jahnay,7
2001,Female,jahnia,5
2001,Female,jahnya,6
2001,Female,jai,6
2001,Female,jaida,398
2001,Female,jaidah,5
2001,Female,jaide,16
2001,Female,jaiden,411
2001,Female,jaidyn,160
2001,Female,jaila,83
2001,Female,jailah,7
2001,Female,jaileen,30
2001,Female,jailene,117
2001,Female,jailine,7
2001,Female,jailyn,189
2001,Female,jailynn,12
2001,Female,jaime,236
2001,Female,jaimee,7
2001,Female,jaimie,35
2001,Female,jaina,11
2001,Female,jaira,5
2001,Female,jakayla,228
2001,Female,jakelin,15
2001,Female,jakeline,14
2001,Female,jakeria,28
2001,Female,jakia,25
2001,Female,jakira,37
2001,Female,jakiya,54
2001,Female,jakiyah,12
2001,Female,jakya,5
2001,Female,jakyla,6
2001,Female,jakyra,23
2001,Female,jala,134
2001,Female,jalaya,5
2001,Female,jalen,67
2001,Female,jalena,6
2001,Female,jalene,7
2001,Female,jalia,7
2001,Female,jalisa,92
2001,Female,jalisha,5
2001,Female,jalissa,46
2001,Female,jaliyah,163
2001,Female,jalyn,288
2001,Female,jalynn,154
2001,Female,jalyssa,23
2001,Female,jamaica,5
2001,Female,jamara,12
2001,Female,jamari,6
2001,Female,jamaria,10
2001,Female,jamaya,28
2001,Female,jamee,5
2001,Female,jameka,5
2001,Female,jamela,5
2001,Female,jamelia,5
2001,Female,jameria,12
2001,Female,james,7
2001,Female,jamesha,49
2001,Female,jami,70
2001,Female,jamia,146
2001,Female,jamiah,24
2001,Female,jamie,1920
2001,Female,jamila,52
2001,Female,jamilah,18
2001,Female,jamilet,11
2001,Female,jamileth,10
2001,Female,jamira,10
2001,Female,jamiracle,13
2001,Female,jamirah,5
2001,Female,jamison,20
2001,Female,jamiya,58
2001,Female,jamiyah,15
2001,Female,jamya,214
2001,Female,jamyah,13
2001,Female,jamyia,8
2001,Female,jamyra,14
2001,Female,jana,185
2001,Female,janae,457
2001,Female,janai,50
2001,Female,janaiya,5
2001,Female,janasia,16
2001,Female,janay,81
2001,Female,janaya,112
2001,Female,janaye,5
2001,Female,jane,631
2001,Female,janea,23
2001,Female,janee,16
2001,Female,janel,59
2001,Female,janeliz,5
2001,Female,janell,54
2001,Female,janelle,548
2001,Female,janelly,50
2001,Female,janely,44
2001,Female,janessa,291
2001,Female,janet,658
2001,Female,janeth,99
2001,Female,janett,19
2001,Female,janette,156
2001,Female,janey,10
2001,Female,jania,100
2001,Female,janiah,112
2001,Female,janice,223
2001,Female,janie,149
2001,Female,janiece,23
2001,Female,janina,7
2001,Female,janine,61
2001,Female,janis,10
2001,Female,janise,5
2001,Female,janisha,6
2001,Female,janiya,319
2001,Female,janiyah,121
2001,Female,janna,93
2001,Female,jannah,5
2001,Female,jannat,5
2001,Female,jannelle,11
2001,Female,jannely,7
2001,Female,jannet,35
2001,Female,janneth,8
2001,Female,jannette,16
2001,Female,jannie,11
2001,Female,janya,60
2001,Female,janyah,12
2001,Female,jaquelin,202
2001,Female,jaqueline,787
2001,Female,jaquelyn,55
2001,Female,jaquelyne,7
2001,Female,jarelly,6
2001,Female,jarely,21
2001,Female,jaritza,6
2001,Female,jaselle,5
2001,Female,jasie,5
2001,Female,jasleen,22
2001,Female,jaslyn,51
2001,Female,jaslynn,9
2001,Female,jasmeen,9
2001,Female,jasmen,7
2001,Female,jasmin,1736
2001,Female,jasmina,6
2001,Female,jasmine,8955
2001,Female,jasminerose,5
2001,Female,jasmyn,224
2001,Female,jasmyne,125
2001,Female,jason,7
2001,Female,jaspreet,7
2001,Female,jassmin,14
2001,Female,jatavia,9
2001,Female,jaya,85
2001,Female,jaycee,218
2001,Female,jayci,7
2001,Female,jaycie,71
2001,Female,jayda,683
2001,Female,jaydah,15
2001,Female,jayde,173
2001,Female,jayden,783
2001,Female,jaydin,12
2001,Female,jaydy,7
2001,Female,jayla,1401
2001,Female,jaylah,82
2001,Female,jaylan,14
2001,Female,jaylee,72
2001,Female,jayleen,113
2001,Female,jaylen,102
2001,Female,jaylene,162
2001,Female,jaylin,220
2001,Female,jayline,7
2001,Female,jaylyn,120
2001,Female,jaylynn,157
2001,Female,jayme,125
2001,Female,jaymee,16
2001,Female,jaymie,14
2001,Female,jayna,100
2001,Female,jayne,28
2001,Female,jazelle,15
2001,Female,jazlene,5
2001,Female,jazlin,10
2001,Female,jazlyn,371
2001,Female,jazlynn,91
2001,Female,jazmen,8
2001,Female,jazmin,1561
2001,Female,jazmine,1439
2001,Female,jazmyn,314
2001,Female,jazmyne,182
2001,Female,jazz,5
2001,Female,jazzlyn,38
2001,Female,jazzlynn,5
2001,Female,jazzmin,11
2001,Female,jazzmine,38
2001,Female,jazzmyn,35
2001,Female,jean,46
2001,Female,jeana,14
2001,Female,jeanette,211
2001,Female,jeanie,5
2001,Female,jeanine,32
2001,Female,jeanna,13
2001,Female,jeanne,22
2001,Female,jeannette,45
2001,Female,jeannie,35
2001,Female,jeannine,8
2001,Female,jelani,6
2001,Female,jelissa,11
2001,Female,jemma,7
2001,Female,jena,213
2001,Female,jenae,28
2001,Female,jenan,5
2001,Female,jenay,6
2001,Female,jenelle,50
2001,Female,jenesis,15
2001,Female,jenessa,39
2001,Female,jenevieve,8
2001,Female,jenica,9
2001,Female,jenifer,271
2001,Female,jeniffer,58
2001,Female,jenise,8
2001,Female,jenna,6138
2001,Female,jennafer,5
2001,Female,jennah,69
2001,Female,jennalyn,5
2001,Female,jennica,11
2001,Female,jennie,109
2001,Female,jennifer,8921
2001,Female,jenniffer,15
2001,Female,jenny,785
2001,Female,jennyfer,43
2001,Female,jensen,62
2001,Female,jentry,5
2001,Female,jenyfer,6
2001,Female,jeri,5
2001,Female,jerica,22
2001,Female,jerilyn,5
2001,Female,jerrica,22
2001,Female,jesenia,75
2001,Female,jesica,53
2001,Female,jeslyn,5
2001,Female,jessa,49
2001,Female,jessalyn,73
2001,Female,jesse,127
2001,Female,jessenia,135
2001,Female,jessi,37
2001,Female,jessica,13917
2001,Female,jessie,575
2001,Female,jessika,71
2001,Female,jesslyn,19
2001,Female,jessy,12
2001,Female,jessyca,7
2001,Female,jestine,5
2001,Female,jesus,17
2001,Female,jesyka,5
2001,Female,jetta,5
2001,Female,jewel,378
2001,Female,jewelia,6
2001,Female,jewell,23
2001,Female,jewels,19
2001,Female,jezebel,21
2001,Female,jezelle,9
2001,Female,jhoana,21
2001,Female,jhoanna,5
2001,Female,jhovana,5
2001,Female,jia,19
2001,Female,jiana,16
2001,Female,jianna,47
2001,Female,jill,130
2001,Female,jillian,2831
2001,Female,jimena,214
2001,Female,jina,10
2001,Female,jisel,13
2001,Female,jisela,12
2001,Female,jisell,5
2001,Female,jiselle,29
2001,Female,jissel,13
2001,Female,jisselle,10
2001,Female,jizelle,12
2001,Female,jlynn,10
2001,Female,jnaya,5
2001,Female,jo,8
2001,Female,joan,94
