Rank,Name,Count
1.0,CHLOE ,9628.0
2.0,EMILY ,6550.0
3.0,MEGAN ,6247.0
4.0,JESSICA ,5719.0
5.0,SOPHIE ,5682.0
6.0,CHARLOTTE ,5430.0
7.0,HANNAH ,5052.0
8.0,LAUREN ,4955.0
9.0,REBECCA ,4767.0
10.0,LUCY ,4515.0
11.0,AMY ,4311.0
12.0,GEORGIA ,4257.0
13.0,KATIE ,4093.0
14.0,BETHANY ,4068.0
15.0,EMMA ,3565.0
16.0,OLIVIA ,3550.0
17.0,COURTNEY ,3251.0
18.0,SHANNON ,2904.0
19.0,ELEANOR ,2724.0
20.0,JADE ,2497.0
21.0,ELLIE ,2492.0
22.0,ABIGAIL ,2485.0
23.0,HOLLY ,2419.0
24.0,MOLLY ,2413.0
25.0,LAURA ,2299.0
26.0,ALICE ,2143.0
27.0,SARAH ,2062.0
28.0,CAITLIN ,1965.0
29.0,RACHEL ,1890.0
30.0,ELIZABETH ,1702.0
31.0,AMBER ,1701.0
32.0,PAIGE ,1687.0
33.0,GEORGINA ,1624.0
34.0,DANIELLE ,1598.0
35.0,GRACE ,1582.0
36.0,NICOLE ,1577.0
37.0,NATASHA ,1542.0
38.0,ELLA ,1538.0
39.0,CHELSEA ,1510.0
40.0,LEAH ,1474.0
41.0,VICTORIA ,1401.0
42.0,ANNA ,1389.0
43.0,PHOEBE ,1371.0
44.0,SAMANTHA ,1345.0
45.0,ZOE ,1341.0
46.0,ALEXANDRA ,1290.0
47.0,JASMINE ,1268.0
48.0,AMELIA ,1249.0
49.0,LOUISE ,1102.0
50.0,LYDIA ,1083.0
51.0,NATALIE ,1082.0
52.0,ABBIE ,1073.0
53.0,FRANCESCA ,1052.0
54.0,MELISSA ,1009.0
55.0,KATHERINE ,1001.0
56.0,HARRIET ,944.0
57.0,IMOGEN ,942.0
58.0,JODIE ,937.0
59.0,GEMMA ,919.0
59.0,KAYLEIGH ,919.0
61.0,LILY ,873.0
62.0,JENNIFER ,858.0
63.0,KATE ,844.0
63.0,STEPHANIE ,844.0
65.0,DAISY ,839.0
66.0,NIAMH ,837.0
67.0,MILLIE ,813.0
68.0,AIMEE ,809.0
69.0,KIRSTY ,792.0
70.0,HOLLIE ,788.0
71.0,ROSIE ,786.0
72.0,JORDAN ,774.0
73.0,MOLLIE ,760.0
74.0,ALISHA ,740.0
75.0,MIA ,721.0
76.0,ISOBEL ,702.0
76.0,TIA ,702.0
78.0,ELLEN ,691.0
79.0,ERIN ,679.0
80.0,BETHAN ,673.0
81.0,SIAN ,661.0
82.0,ALICIA ,659.0
83.0,RHIANNON ,657.0
84.0,ASHLEIGH ,653.0
85.0,CATHERINE ,645.0
86.0,MADELEINE ,601.0
87.0,ISABELLE ,596.0
87.0,KELSEY ,596.0
87.0,SOPHIA ,596.0
90.0,ISABELLA ,594.0
91.0,NAOMI ,574.0
92.0,YASMIN ,564.0
93.0,FREYA ,563.0
93.0,MORGAN ,563.0
93.0,ROBYN ,563.0
96.0,ISABEL ,544.0
97.0,MAISIE ,540.0
98.0,POPPY ,534.0
99.0,RACHAEL ,530.0
100.0,CHANTELLE ,520.0
101.0,DEMI ,513.0
102.0,HEATHER ,509.0
103.0,TAYLOR ,505.0
104.0,CHARLIE ,500.0
105.0,KATHRYN ,487.0
106.0,EVE ,484.0
107.0,RUBY ,475.0
108.0,BETH ,473.0
