Rank,Name,Count
1.0,CHLOE ,7534.0
2.0,EMILY ,6232.0
3.0,MEGAN ,5868.0
4.0,JESSICA ,4779.0
5.0,CHARLOTTE ,4778.0
6.0,LAUREN ,4701.0
7.0,SOPHIE ,4624.0
8.0,OLIVIA ,4546.0
9.0,HANNAH ,4410.0
10.0,LUCY ,4257.0
11.0,GEORGIA ,3943.0
12.0,REBECCA ,3826.0
13.0,BETHANY ,3730.0
14.0,AMY ,3646.0
15.0,ELLIE ,3482.0
16.0,KATIE ,3366.0
17.0,EMMA ,2574.0
18.0,HOLLY ,2356.0
19.0,ABIGAIL ,2333.0
20.0,MOLLY ,2328.0
21.0,GRACE ,2187.0
22.0,COURTNEY ,2131.0
23.0,SHANNON ,2127.0
24.0,CAITLIN ,2086.0
25.0,ELEANOR ,2080.0
26.0,JADE ,2055.0
27.0,ELLA ,2022.0
28.0,LEAH ,1951.0
29.0,ALICE ,1909.0
30.0,LAURA ,1628.0
31.0,ANNA ,1612.0
32.0,JASMINE ,1606.0
33.0,ELIZABETH ,1552.0
34.0,SARAH ,1536.0
35.0,AMELIA ,1489.0
36.0,RACHEL ,1417.0
37.0,AMBER ,1393.0
38.0,PHOEBE ,1319.0
39.0,NATASHA ,1238.0
40.0,NIAMH ,1204.0
41.0,ZOE ,1175.0
42.0,PAIGE ,1163.0
43.0,MIA ,1149.0
44.0,NICOLE ,1138.0
45.0,LILY ,1124.0
46.0,ABBIE ,1116.0
47.0,IMOGEN ,1091.0
48.0,ALEXANDRA ,1049.0
49.0,DAISY ,1013.0
50.0,MILLIE ,1007.0
51.0,CHELSEA ,998.0
52.0,ERIN ,997.0
53.0,GEORGINA ,979.0
54.0,VICTORIA ,976.0
55.0,DANIELLE ,961.0
56.0,ISOBEL ,947.0
57.0,LYDIA ,913.0
58.0,SAMANTHA ,867.0
59.0,MORGAN ,850.0
60.0,TIA ,816.0
61.0,JODIE ,814.0
62.0,HARRIET ,801.0
62.0,MAISIE ,801.0
64.0,ISABELLA ,796.0
64.0,ISABELLE ,796.0
66.0,ROSIE ,766.0
67.0,FRANCESCA ,757.0
68.0,MELISSA ,755.0
69.0,ISABEL ,752.0
70.0,KAYLEIGH ,746.0
71.0,KATHERINE ,734.0
72.0,AIMEE ,719.0
73.0,HOLLIE ,693.0
74.0,KATE ,688.0
75.0,FREYA ,686.0
76.0,MADELEINE ,684.0
76.0,STEPHANIE ,684.0
78.0,EVE ,675.0
78.0,RUBY ,675.0
80.0,GEMMA ,664.0
81.0,LOUISE ,659.0
82.0,MOLLIE ,654.0
83.0,JENNIFER ,645.0
84.0,ALISHA ,642.0
85.0,JORDAN ,622.0
86.0,POPPY ,598.0
87.0,ELLEN ,596.0
88.0,BETHAN ,592.0
89.0,SOPHIA ,591.0
90.0,ALICIA ,583.0
91.0,CERYS ,578.0
92.0,CHARLIE ,577.0
93.0,ELOISE ,573.0
94.0,NATALIE ,560.0
95.0,YASMIN ,539.0
96.0,CATHERINE ,536.0
97.0,RHIANNON ,526.0
98.0,KIRSTY ,525.0
99.0,LIBBY ,515.0
99.0,NAOMI ,515.0
101.0,SIAN ,510.0
102.0,BROOKE ,494.0
103.0,KELSEY ,471.0
104.0,MADISON ,469.0
105.0,ELLE ,462.0
106.0,BETH ,460.0
107.0,SHANIA ,457.0
108.0,TAYLOR ,456.0
109.0,ELISE ,455.0
110.0,MAYA ,454.0
111.0,MARIA ,446.0
112.0,ASHLEIGH ,437.0
113.0,ZARA ,436.0
114.0,INDIA ,429.0
115.0,ANNABEL ,424.0
115.0,SHAUNA ,424.0
117.0,ROBYN ,420.0
118.0,FAYE ,416.0
119.0,REBEKAH ,412.0
120.0,DEMI ,409.0
121.0,CASEY ,400.0
121.0,EVIE ,400.0
123.0,GABRIELLE ,395.0
124.0,KIERA ,391.0
125.0,AISHA ,376.0
126.0,RACHAEL ,373.0
127.0,SARA ,368.0
128.0,ANNIE ,366.0
129.0,ABBY ,364.0
129.0,HEATHER ,364.0
131.0,KATHRYN ,358.0
132.0,ELISHA ,351.0
133.0,KATY ,345.0
133.0,SAFFRON ,345.0
133.0,TARA ,345.0
136.0,LOIS ,342.0
137.0,LARA ,340.0
137.0,SASHA ,340.0
139.0,CIARA ,339.0
140.0,KIRA ,337.0
141.0,CHANTELLE ,330.0
142.0,EBONY ,327.0
143.0,MATILDA ,323.0
144.0,JASMIN ,321.0
145.0,LAURYN ,319.0
146.0,MARY ,313.0
147.0,ROSE ,311.0
148.0,MARTHA ,310.0
149.0,MADELINE ,308.0
150.0,EMILIA ,306.0
150.0,KIMBERLEY ,306.0
152.0,ANGEL ,304.0
153.0,SKYE ,300.0
154.0,GABRIELLA ,296.0
155.0,CARA ,288.0
156.0,TEGAN ,287.0
157.0,SUMMER ,286.0
158.0,MARYAM ,282.0
159.0,SASKIA ,280.0
160.0,CHARLEY ,279.0
161.0,KELLY ,278.0
161.0,MACY ,278.0
